"PortPairDistance_ID","Code","Description","OriginPortID","DestinationPortID","Distance","Remarks","IsActive","CreatedBy"
"692","PP0692","Dar es Salaam-Pipavav","22","20","3057",,"1","1"
"693","PP0693","Dar es Salaam-Port Qasim","22","21","2926",,"1","1"
"694","PP0694","Dar es Salaam-Dar es Salaam","22","22","0",,"1","1"
"695","PP0695","Dar es Salaam-Mombasa","22","23","223",,"1","1"
"696","PP0696","Dar es Salaam-Port Louis","22","24","1692",,"1","1"
"697","PP0697","Dar es Salaam-Toamasina","22","25","1182",,"1","1"
"698","PP0698","Dar es Salaam-Victoria","22","26","1040",,"1","1"
"699","PP0699","Dar es Salaam-Port Saint Denis","22","27","1618",,"1","1"
"700","PP0700","Dar es Salaam-Djibouti","22","28","1997",,"1","1"
"701","PP0701","Dar es Salaam-Penang","22","29","4146",,"1","1"
"702","PP0702","Dar es Salaam-Port Klang","22","30","4285",,"1","1"
"703","PP0703","Dar es Salaam-Singapore","22","31","4515",,"1","1"
"704","PP0704","Dar es Salaam-Tanjung Pelepas","22","32","4458",,"1","1"
"705","PP0705","Mombasa-Abu Dhabi","23","1","2789",,"1","1"
"706","PP0706","Mombasa-SITRA","23","2","3129",,"1","1"
"707","PP0707","Mombasa-Bandar Abbas","23","3","2652",,"1","1"
"708","PP0708","Mombasa-Sharjah","23","4","2708",,"1","1"
"709","PP0709","Mombasa-Aden","23","5","7154",,"1","1"
"710","PP0710","Mombasa-Dammam","23","6","3017",,"1","1"
"711","PP0711","Mombasa-Hodeidah","23","7","1923",,"1","1"
"712","PP0712","Mombasa-Jeddah","23","8","2462",,"1","1"
"713","PP0713","Mombasa-Muscat. Oman","23","9","2397",,"1","1"
"714","PP0714","Mombasa-Salalah","23","10","1709",,"1","1"
"715","PP0715","Mombasa-Sohar","23","11","2444",,"1","1"
"716","PP0716","Mombasa-Chennai","23","12","3091",,"1","1"
"717","PP0717","Mombasa-Chittagong","23","13","4204",,"1","1"
"718","PP0718","Mombasa-Cochin","23","14","2632",,"1","1"
"719","PP0719","Mombasa-Colombo","23","15","2742",,"1","1"
"720","PP0720","Mombasa-Haldia ","23","16","3958",,"1","1"
"721","PP0721","Mombasa-Jawaharlal Nehru","23","17","2853",,"1","1"
"722","PP0722","Mombasa-Kandla","23","18","2857",,"1","1"
"723","PP0723","Mombasa-Kolkata","23","19","3981",,"1","1"
"724","PP0724","Mombasa-Pipavav","23","20","2867",,"1","1"
"725","PP0725","Mombasa-Port Qasim","23","21","2736",,"1","1"
"726","PP0726","Mombasa-Dar es Salaam","23","22","223",,"1","1"
"727","PP0727","Mombasa-Mombasa","23","23","0",,"1","1"
"728","PP0728","Mombasa-Port Louis","23","24","1692",,"1","1"
"729","PP0729","Mombasa-Toamasina","23","25","1349",,"1","1"
"730","PP0730","Mombasa-Victoria","23","26","973",,"1","1"
"731","PP0731","Mombasa-Port Saint Denis","23","27","1785",,"1","1"
"732","PP0732","Mombasa-Djibouti","23","28","1807",,"1","1"
"733","PP0733","Mombasa-Penang","23","29","3955",,"1","1"
"734","PP0734","Mombasa-Port Klang","23","30","4095",,"1","1"
"735","PP0735","Mombasa-Singapore","23","31","4325",,"1","1"
"736","PP0736","Mombasa-Tanjung Pelepas","23","32","4268",,"1","1"
"737","PP0737","Port Louis-Abu Dhabi","24","1","3140",,"1","1"
"738","PP0738","Port Louis-SITRA","24","2","3289",,"1","1"
"739","PP0739","Port Louis-Bandar Abbas","24","3","3003",,"1","1"
"740","PP0740","Port Louis-Sharjah","24","4","3059",,"1","1"
"741","PP0741","Port Louis-Aden","24","5","8014",,"1","1"
"742","PP0742","Port Louis-Dammam","24","6","3368",,"1","1"
"743","PP0743","Port Louis-Hodeidah","24","7","2782",,"1","1"
"744","PP0744","Port Louis-Jeddah","24","8","3321",,"1","1"
"745","PP0745","Port Louis-Muscat. Oman","24","9","2748",,"1","1"
"746","PP0746","Port Louis-Salalah","24","10","2367",,"1","1"
"747","PP0747","Port Louis-Sohar","24","11","2795",,"1","1"
"748","PP0748","Port Louis-Chennai","24","12","3079",,"1","1"
"749","PP0749","Port Louis-Chittagong","24","13","4132",,"1","1"
"750","PP0750","Port Louis-Cochin","24","14","2771",,"1","1"
"751","PP0751","Port Louis-Colombo","24","15","2691",,"1","1"
"752","PP0752","Port Louis-Haldia ","24","16","3889",,"1","1"
"753","PP0753","Port Louis-Jawaharlal Nehru","24","17","3175",,"1","1"
"754","PP0754","Port Louis-Kandla","24","18","3209",,"1","1"
"755","PP0755","Port Louis-Kolkata","24","19","3912",,"1","1"
"756","PP0756","Port Louis-Pipavav","24","20","3218",,"1","1"
"757","PP0757","Port Louis-Port Qasim","24","21","3087",,"1","1"
"758","PP0758","Port Louis-Dar es Salaam","24","22","1686",,"1","1"
"759","PP0759","Port Louis-Mombasa","24","23","1853",,"1","1"
"760","PP0760","Port Louis-Port Louis","24","24","0",,"1","1"
"761","PP0761","Port Louis-Toamasina","24","25","582",,"1","1"
"762","PP0762","Port Louis-Victoria","24","26","1040",,"1","1"
"763","PP0763","Port Louis-Port Saint Denis","24","27","197",,"1","1"
"764","PP0764","Port Louis-Djibouti","24","28","2666",,"1","1"
"765","PP0765","Port Louis-Penang","24","29","3864",,"1","1"
"766","PP0766","Port Louis-Port Klang","24","30","4001",,"1","1"
"767","PP0767","Port Louis-Singapore","24","31","4234",,"1","1"
"768","PP0768","Port Louis-Tanjung Pelepas","24","32","4177",,"1","1"
"769","PP0769","Toamasina-Abu Dhabi","25","1","3380",,"1","1"
"770","PP0770","Toamasina-SITRA","25","2","3529",,"1","1"
"771","PP0771","Toamasina-Bandar Abbas","25","3","3243",,"1","1"
"772","PP0772","Toamasina-Sharjah","25","4","3299",,"1","1"
"773","PP0773","Toamasina-Aden","25","5","7745",,"1","1"
"774","PP0774","Toamasina-Dammam","25","6","3607",,"1","1"
"775","PP0775","Toamasina-Hodeidah","25","7","2513",,"1","1"
"776","PP0776","Toamasina-Jeddah","25","8","3052",,"1","1"
"777","PP0777","Toamasina-Muscat. Oman","25","9","2987",,"1","1"
"778","PP0778","Toamasina-Salalah","25","10","2300",,"1","1"
"779","PP0779","Toamasina-Sohar","25","11","3035",,"1","1"
"780","PP0780","Toamasina-Chennai","25","12","3424",,"1","1"
"781","PP0781","Toamasina-Chittagong","25","13","4480",,"1","1"
"782","PP0782","Toamasina-Cochin","25","14","3116",,"1","1"
"783","PP0783","Toamasina-Colombo","25","15","3042",,"1","1"
"784","PP0784","Toamasina-Haldia ","25","16","4234",,"1","1"
"785","PP0785","Toamasina-Jawaharlal Nehru","25","17","3443",,"1","1"
"786","PP0786","Toamasina-Kandla","25","18","3448",,"1","1"
"787","PP0787","Toamasina-Kolkata","25","19","4257",,"1","1"
"788","PP0788","Toamasina-Pipavav","25","20","3458",,"1","1"
"789","PP0789","Toamasina-Port Qasim","25","21","3327",,"1","1"
"790","PP0790","Toamasina-Dar es Salaam","25","22","1182",,"1","1"
"791","PP0791","Toamasina-Mombasa","25","23","1349",,"1","1"
"792","PP0792","Toamasina-Port Louis","25","24","580",,"1","1"
"793","PP0793","Toamasina-Toamasina","25","25","0",,"1","1"
"794","PP0794","Toamasina-Victoria","25","26","1071",,"1","1"
"795","PP0795","Toamasina-Port Saint Denis","25","27","508",,"1","1"
"796","PP0796","Toamasina-Djibouti","25","28","2397",,"1","1"
"797","PP0797","Toamasina-Penang","25","29","3864",,"1","1"
"798","PP0798","Toamasina-Port Klang","25","30","4348",,"1","1"
"799","PP0799","Toamasina-Singapore","25","31","4577",,"1","1"
"800","PP0800","Toamasina-Tanjung Pelepas","25","32","4521",,"1","1"
"801","PP0801","Victoria-Abu Dhabi","26","1","-1",,"1","1"
"802","PP0802","Victoria-SITRA","26","2","2482",,"1","1"
"803","PP0803","Victoria-Bandar Abbas","26","3","2196",,"1","1"
"804","PP0804","Victoria-Sharjah","26","4","2252",,"1","1"
"805","PP0805","Victoria-Aden","26","5","7014",,"1","1"
"806","PP0806","Victoria-Dammam","26","6","2560",,"1","1"
"807","PP0807","Victoria-Hodeidah","26","7","1783",,"1","1"
"808","PP0808","Victoria-Jeddah","26","8","2321",,"1","1"
"809","PP0809","Victoria-Muscat. Oman","26","9","1940",,"1","1"
"810","PP0810","Victoria-Salalah","26","10","1367",,"1","1"
"811","PP0811","Victoria-Sohar","26","11","1988",,"1","1"
"812","PP0812","Victoria-Chennai","26","12","2382",,"1","1"
"813","PP0813","Victoria-Chittagong","26","13","3438",,"1","1"
"814","PP0814","Victoria-Cochin","26","14","3116",,"1","1"
"815","PP0815","Victoria-Colombo","26","15","1994",,"1","1"
"816","PP0816","Victoria-Haldia ","26","16","3192",,"1","1"
"817","PP0817","Victoria-Jawaharlal Nehru","26","17","2396",,"1","1"
"818","PP0818","Victoria-Kandla","26","18","2401",,"1","1"
"819","PP0819","Victoria-Kolkata","26","19","3215",,"1","1"
"820","PP0820","Victoria-Pipavav","26","20","2411",,"1","1"
"821","PP0821","Victoria-Port Qasim","26","21","2280",,"1","1"
"822","PP0822","Victoria-Dar es Salaam","26","22","1043",,"1","1"
"823","PP0823","Victoria-Mombasa","26","23","974",,"1","1"
"824","PP0824","Victoria-Port Louis","26","24","1046",,"1","1"
"825","PP0825","Victoria-Toamasina","26","25","1078",,"1","1"
"826","PP0826","Victoria-Victoria","26","26","0",,"1","1"
"827","PP0827","Victoria-Port Saint Denis","26","27","968",,"1","1"
"828","PP0828","Victoria-Djibouti","26","28","1667",,"1","1"
"829","PP0829","Victoria-Penang","26","29","-1",,"1","1"
"830","PP0830","Victoria-Port Klang","26","30","3306",,"1","1"
"831","PP0831","Victoria-Singapore","26","31","-1",,"1","1"
"832","PP0832","Victoria-Tanjung Pelepas","26","32","3479",,"1","1"
"833","PP0833","Port Saint Denis-Abu Dhabi","27","1","3299",,"1","1"
"834","PP0834","Port Saint Denis-SITRA","27","2","3448",,"1","1"
"835","PP0835","Port Saint Denis-Bandar Abbas","27","3","3162",,"1","1"
"836","PP0836","Port Saint Denis-Sharjah","27","4","3218",,"1","1"
"837","PP0837","Port Saint Denis-Aden","27","5","7983",,"1","1"
"838","PP0838","Port Saint Denis-Dammam","27","6","3526",,"1","1"
"839","PP0839","Port Saint Denis-Hodeidah","27","7","2751",,"1","1"
"840","PP0840","Port Saint Denis-Jeddah","27","8","3290",,"1","1"
"841","PP0841","Port Saint Denis-Muscat. Oman","27","9","2906",,"1","1"
"842","PP0842","Port Saint Denis-Salalah","27","10","2335",,"1","1"
"843","PP0843","Port Saint Denis-Sohar","27","11","2954",,"1","1"
"844","PP0844","Port Saint Denis-Chennai","27","12","3261",,"1","1"
"845","PP0845","Port Saint Denis-Chittagong","27","13","4316",,"1","1"
"846","PP0846","Port Saint Denis-Cochin","27","14","2952",,"1","1"
"847","PP0847","Port Saint Denis-Colombo","27","15","2874",,"1","1"
"848","PP0848","Port Saint Denis-Haldia ","27","16","4071",,"1","1"
"849","PP0849","Port Saint Denis-Jawaharlal Nehru","27","17","3362",,"1","1"
"850","PP0850","Port Saint Denis-Kandla","27","18","3367",,"1","1"
"851","PP0851","Port Saint Denis-Kolkata","27","19","4093",,"1","1"
"852","PP0852","Port Saint Denis-Pipavav","27","20","3376",,"1","1"
"853","PP0853","Port Saint Denis-Port Qasim","27","21","3245",,"1","1"
"854","PP0854","Port Saint Denis-Dar es Salaam","27","22","1610",,"1","1"
"855","PP0855","Port Saint Denis-Mombasa","27","23","1777",,"1","1"
"856","PP0856","Port Saint Denis-Port Louis","27","24","197",,"1","1"
"857","PP0857","Port Saint Denis-Toamasina","27","25","505",,"1","1"
"858","PP0858","Port Saint Denis-Victoria","27","26","968",,"1","1"
"859","PP0859","Port Saint Denis-Port Saint Denis","27","27","0",,"1","1"
"860","PP0860","Port Saint Denis-Djibouti","27","28","2635",,"1","1"
"861","PP0861","Port Saint Denis-Penang","27","29","4045",,"1","1"
"862","PP0862","Port Saint Denis-Port Klang","27","30","4185",,"1","1"
"863","PP0863","Port Saint Denis-Singapore","27","31","4415",,"1","1"
"864","PP0864","Port Saint Denis-Tanjung Pelepas","27","32","4358",,"1","1"
"865","PP0865","Djibouti-Abu Dhabi","28","1","1850",,"1","1"
"866","PP0866","Djibouti-SITRA","28","2","1999",,"1","1"
"867","PP0867","Djibouti-Bandar Abbas","28","3","1713",,"1","1"
"868","PP0868","Djibouti-Sharjah","28","4","1769",,"1","1"
"869","PP0869","Djibouti-Aden","28","5","5433",,"1","1"
"870","PP0870","Djibouti-Dammam","28","6","2078",,"1","1"
"871","PP0871","Djibouti-Hodeidah","28","7","202",,"1","1"
"872","PP0872","Djibouti-Jeddah","28","8","740",,"1","1"
"873","PP0873","Djibouti-Muscat. Oman","28","9","1458",,"1","1"
"874","PP0874","Djibouti-Salalah","28","10","770",,"1","1"
"875","PP0875","Djibouti-Sohar","28","11","1505",,"1","1"
"876","PP0876","Djibouti-Chennai","28","12","2636",,"1","1"
"877","PP0877","Djibouti-Chittagong","28","13","3750",,"1","1"
"878","PP0878","Djibouti-Cochin","28","14","2047",,"1","1"
"879","PP0879","Djibouti-Colombo","28","15","2360",,"1","1"
"880","PP0880","Djibouti-Haldia ","28","16","3504",,"1","1"
"881","PP0881","Djibouti-Jawaharlal Nehru","28","17","1913",,"1","1"
"882","PP0882","Djibouti-Kandla","28","18","1918",,"1","1"
"883","PP0883","Djibouti-Kolkata","28","19","3527",,"1","1"
"884","PP0884","Djibouti-Pipavav","28","20","1928",,"1","1"
"885","PP0885","Djibouti-Port Qasim","28","21","1797",,"1","1"
"886","PP0886","Djibouti-Dar es Salaam","28","22","1997",,"1","1"
"887","PP0887","Djibouti-Mombasa","28","23","1807",,"1","1"
"888","PP0888","Djibouti-Port Louis","28","24","2666",,"1","1"
"889","PP0889","Djibouti-Toamasina","28","25","2397",,"1","1"
"890","PP0890","Djibouti-Victoria","28","26","1667",,"1","1"
"891","PP0891","Djibouti-Port Saint Denis","28","27","2635",,"1","1"
"892","PP0892","Djibouti-Djibouti","28","28","0",,"1","1"
"893","PP0893","Djibouti-Penang","28","29","3661",,"1","1"
"894","PP0894","Djibouti-Port Klang","28","30","3800",,"1","1"
"895","PP0895","Djibouti-Singapore","28","31","4030",,"1","1"
"896","PP0896","Djibouti-Tanjung Pelepas","28","32","3973",,"1","1"
"897","PP0897","Penang-Abu Dhabi","29","1","-1",,"1","1"
"898","PP0898","Penang-SITRA","29","2","3831",,"1","1"
"899","PP0899","Penang-Bandar Abbas","29","3","3532",,"1","1"
"900","PP0900","Penang-Sharjah","29","4","3601",,"1","1"
"901","PP0901","Penang-Aden","29","5","9008",,"1","1"
"902","PP0902","Penang-Dammam","29","6","3896",,"1","1"
"903","PP0903","Penang-Hodeidah","29","7","3777",,"1","1"
"904","PP0904","Penang-Jeddah","29","8","4315",,"1","1"
"905","PP0905","Penang-Muscat. Oman","29","9","3246",,"1","1"
"906","PP0906","Penang-Salalah","29","10","3245",,"1","1"
"907","PP0907","Penang-Sohar","29","11","3358",,"1","1"
"908","PP0908","Penang-Chennai","29","12","1522",,"1","1"
"909","PP0909","Penang-Chittagong","29","13","1498",,"1","1"
"910","PP0910","Penang-Cochin","29","14","1678",,"1","1"
"911","PP0911","Penang-Colombo","29","15","1325",,"1","1"
"912","PP0912","Penang-Haldia ","29","16","1626",,"1","1"
"913","PP0913","Penang-Jawaharlal Nehru","29","17","2268",,"1","1"
"914","PP0914","Penang-Kandla","29","18","2720",,"1","1"
"915","PP0915","Penang-Kolkata","29","19","1649",,"1","1"
"916","PP0916","Penang-Pipavav","29","20","2456",,"1","1"
"917","PP0917","Penang-Port Qasim","29","21","2856",,"1","1"
"918","PP0918","Penang-Dar es Salaam","29","22","4146",,"1","1"
"919","PP0919","Penang-Mombasa","29","23","3955",,"1","1"
"920","PP0920","Penang-Port Louis","29","24","3908",,"1","1"
"921","PP0921","Penang-Toamasina","29","25","4248",,"1","1"
"922","PP0922","Penang-Victoria","29","26","-1",,"1","1"
"923","PP0923","Penang-Port Saint Denis","29","27","4112",,"1","1"
"924","PP0924","Penang-Djibouti","29","28","3661",,"1","1"
"925","PP0925","Penang-Penang","29","29","0",,"1","1"
"926","PP0926","Penang-Port Klang","29","30","139",,"1","1"
"927","PP0927","Penang-Singapore","29","31","-1",,"1","1"
"928","PP0928","Penang-Tanjung Pelepas","29","32","313",,"1","1"
"929","PP0929","Port Klang-Abu Dhabi","30","1","3822",,"1","1"
"930","PP0930","Port Klang-SITRA","30","2","3971",,"1","1"
"931","PP0931","Port Klang-Bandar Abbas","30","3","3671",,"1","1"
"932","PP0932","Port Klang-Sharjah","30","4","3741",,"1","1"
"933","PP0933","Port Klang-Aden","30","5","9147",,"1","1"
"934","PP0934","Port Klang-Dammam","30","6","4036",,"1","1"
"935","PP0935","Port Klang-Hodeidah","30","7","3916",,"1","1"
"936","PP0936","Port Klang-Jeddah","30","8","4455",,"1","1"
"937","PP0937","Port Klang-Muscat. Oman","30","9","3385",,"1","1"
"938","PP0938","Port Klang-Salalah","30","10","3384",,"1","1"
"939","PP0939","Port Klang-Sohar","30","11","3497",,"1","1"
"940","PP0940","Port Klang-Chennai","30","12","1661",,"1","1"
"941","PP0941","Port Klang-Chittagong","30","13","1638",,"1","1"
"942","PP0942","Port Klang-Cochin","30","14","1817",,"1","1"
"943","PP0943","Port Klang-Colombo","30","15","1464",,"1","1"
"944","PP0944","Port Klang-Haldia ","30","16","1765",,"1","1"
"945","PP0945","Port Klang-Jawaharlal Nehru","30","17","2407",,"1","1"
"946","PP0946","Port Klang-Kandla","30","18","2859",,"1","1"
"947","PP0947","Port Klang-Kolkata","30","19","1788",,"1","1"
"948","PP0948","Port Klang-Pipavav","30","20","2595",,"1","1"
"949","PP0949","Port Klang-Port Qasim","30","21","2995",,"1","1"
"950","PP0950","Port Klang-Dar es Salaam","30","22","4285",,"1","1"
"951","PP0951","Port Klang-Mombasa","30","23","4095",,"1","1"
"952","PP0952","Port Klang-Port Louis","30","24","4048",,"1","1"
"953","PP0953","Port Klang-Toamasina","30","25","4388",,"1","1"
"954","PP0954","Port Klang-Victoria","30","26","3309",,"1","1"
"955","PP0955","Port Klang-Port Saint Denis","30","27","4251",,"1","1"
"956","PP0956","Port Klang-Djibouti","30","28","3800",,"1","1"
"957","PP0957","Port Klang-Penang","30","29","139",,"1","1"
"958","PP0958","Port Klang-Port Klang","30","30","0",,"1","1"
"959","PP0959","Port Klang-Singapore","30","31","230",,"1","1"
"960","PP0960","Port Klang-Tanjung Pelepas","30","32","173",,"1","1"
"961","PP0961","Singapore-Abu Dhabi","31","1","-1",,"1","1"
"962","PP0962","Singapore-SITRA","31","2","4201",,"1","1"
"963","PP0963","Singapore-Bandar Abbas","31","3","3902",,"1","1"
"964","PP0964","Singapore-Sharjah","31","4","3971",,"1","1"
"965","PP0965","Singapore-Aden","31","5","9378",,"1","1"
"966","PP0966","Singapore-Dammam","31","6","4266",,"1","1"
"967","PP0967","Singapore-Hodeidah","31","7","4146",,"1","1"
"968","PP0968","Singapore-Jeddah","31","8","4685",,"1","1"
"969","PP0969","Singapore-Muscat. Oman","31","9","3616",,"1","1"
"970","PP0970","Singapore-Salalah","31","10","3614",,"1","1"
"971","PP0971","Singapore-Sohar","31","11","3728",,"1","1"
"972","PP0972","Singapore-Chennai","31","12","1891",,"1","1"
"973","PP0973","Singapore-Chittagong","31","13","1868",,"1","1"
"974","PP0974","Singapore-Cochin","31","14","2047",,"1","1"
"975","PP0975","Singapore-Colombo","31","15","1695",,"1","1"
"976","PP0976","Singapore-Haldia ","31","16","1995",,"1","1"
"977","PP0977","Singapore-Jawaharlal Nehru","31","17","2637",,"1","1"
"978","PP0978","Singapore-Kandla","31","18","3089",,"1","1"
"979","PP0979","Singapore-Kolkata","31","19","2018",,"1","1"
"980","PP0980","Singapore-Pipavav","31","20","2826",,"1","1"
"981","PP0981","Singapore-Port Qasim","31","21","3225",,"1","1"
"982","PP0982","Singapore-Dar es Salaam","31","22","4515",,"1","1"
"983","PP0983","Singapore-Mombasa","31","23","4325",,"1","1"
"984","PP0984","Singapore-Port Louis","31","24","4278",,"1","1"
"985","PP0985","Singapore-Toamasina","31","25","4618",,"1","1"
"986","PP0986","Singapore-Victoria","31","26","-1",,"1","1"
"987","PP0987","Singapore-Port Saint Denis","31","27","4481",,"1","1"
"988","PP0988","Singapore-Djibouti","31","28","4030",,"1","1"
"989","PP0989","Singapore-Penang","31","29","-1",,"1","1"
"990","PP0990","Singapore-Port Klang","31","30","230",,"1","1"
"991","PP0991","Singapore-Singapore","31","31","0",,"1","1"
"992","PP0992","Singapore-Tanjung Pelepas","31","32","57",,"1","1"
"993","PP0993","Tanjung Pelepas-Abu Dhabi","32","1","3995",,"1","1"
"994","PP0994","Tanjung Pelepas-SITRA","32","2","4144",,"1","1"
"995","PP0995","Tanjung Pelepas-Bandar Abbas","32","3","3844",,"1","1"
"996","PP0996","Tanjung Pelepas-Sharjah","32","4","3914",,"1","1"
"997","PP0997","Tanjung Pelepas-Aden","32","5","9321",,"1","1"
"998","PP0998","Tanjung Pelepas-Dammam","32","6","4209",,"1","1"
"999","PP0999","Tanjung Pelepas-Hodeidah","32","7","4089",,"1","1"
"1000","PP1000","Tanjung Pelepas-Jeddah","32","8","4628",,"1","1"
"1001","PP1001","Tanjung Pelepas-Muscat. Oman","32","9","3558",,"1","1"
"1002","PP1002","Tanjung Pelepas-Salalah","32","10","3557",,"1","1"
"1003","PP1003","Tanjung Pelepas-Sohar","32","11","3670",,"1","1"
"1004","PP1004","Tanjung Pelepas-Chennai","32","12","1834",,"1","1"
"1005","PP1005","Tanjung Pelepas-Chittagong","32","13","1811",,"1","1"
"1006","PP1006","Tanjung Pelepas-Cochin","32","14","1990",,"1","1"
"1007","PP1007","Tanjung Pelepas-Colombo","32","15","1637",,"1","1"
"1008","PP1008","Tanjung Pelepas-Haldia ","32","16","1938",,"1","1"
"1009","PP1009","Tanjung Pelepas-Jawaharlal Nehru","32","17","2580",,"1","1"
"1010","PP1010","Tanjung Pelepas-Kandla","32","18","3032",,"1","1"
"1011","PP1011","Tanjung Pelepas-Kolkata","32","19","1961",,"1","1"
"1012","PP1012","Tanjung Pelepas-Pipavav","32","20","2768",,"1","1"
"1013","PP1013","Tanjung Pelepas-Port Qasim","32","21","3168",,"1","1"
"1014","PP1014","Tanjung Pelepas-Dar es Salaam","32","22","4458",,"1","1"
"1015","PP1015","Tanjung Pelepas-Mombasa","32","23","4268",,"1","1"
"1016","PP1016","Tanjung Pelepas-Port Louis","32","24","4221",,"1","1"
"1017","PP1017","Tanjung Pelepas-Toamasina","32","25","4561",,"1","1"
"1018","PP1018","Tanjung Pelepas-Victoria","32","26","3482",,"1","1"
"1019","PP1019","Tanjung Pelepas-Port Saint Denis","32","27","4424",,"1","1"
"1020","PP1020","Tanjung Pelepas-Djibouti","32","28","3973",,"1","1"
"1021","PP1021","Tanjung Pelepas-Penang","32","29","313",,"1","1"
"1022","PP1022","Tanjung Pelepas-Port Klang","32","30","173",,"1","1"
"1023","PP1023","Tanjung Pelepas-Singapore","32","31","57",,"1","1"
"1024","PP1024","Tanjung Pelepas-Tanjung Pelepas","32","32","0",,"1","1"
